english,phonetic,vietnamese
post,/poʊst/,"chức vụ, thư"
practicable,/ˈpræktɪkəbl/,có thể thực hiện được
precede,/priːˈsiːd/,đi trước
precedent,/ˈpresɪdənt/,tiền lệ
precise,/prɪˈsaɪs/,chính xác
preclude,/prɪˈkluːd/,ngăn chặn
predominantly,/prɪˈdɑːmɪnəntli/,chủ yếu
premise,/ˈpremɪs/,"tiền đề, cơ sở"
prescribe,/prɪˈskraɪb/,"quy định, kê đơn"
presume,/prɪˈzuːm/,"cho là, giả định"
prevail,/prɪˈveɪl/,"chiếm ưu thế, thịnh hành"
preventive,/prɪˈventɪv/,phòng ngừa
prioritize,/praɪˈɔːrətaɪz/,ưu tiên
profound,/prəˈfaʊnd/,sâu sắc
projection,/prəˈdʒekʃn/,"dự đoán, sự chiếu"
proliferate,/prəˈlɪfəreɪt/,"tăng nhanh, sinh sôi nảy nở"
prompt,/prɑːmpt/,"nhanh chóng, thúc giục"
proportional,/prəˈpɔːrʃənl/,tỷ lệ thuận
prosecute,/ˈprɑːsɪkjuːt/,truy tố
protocol,/ˈproʊtəkɔːl/,"nghi thức, giao thức"
provider,/prəˈvaɪdər/,nhà cung cấp
proximity,/prɑːkˈsɪməti/,sự gần gũi
publicity,/pʌbˈlɪsəti/,"sự công khai, quảng bá"
qualitative,/ˈkwɑːlɪteɪtɪv/,thuộc về chất lượng
quantitative,/ˈkwɑːntɪteɪtɪv/,thuộc về số lượng
query,/ˈkwɪəri/,"truy vấn, câu hỏi"
quota,/ˈkwoʊtə/,hạn ngạch
rack,/ræk/,"giá đỡ, kệ"
radical,/ˈrædɪkl/,"triệt để, cấp tiến"
ramp,/ræmp/,đường dốc
ratify,/ˈrætɪfaɪ/,phê chuẩn
rational,/ˈræʃnəl/,"hợp lý, có lý trí"
reaffirm,/ˌriːəˈfɜːrm/,tái khẳng định
reallocate,/ˌriːˈæləkeɪt/,phân bổ lại
recapitulate,/ˌriːkəˈpɪtʃəleɪt/,tóm tắt lại
recession,/rɪˈseʃn/,suy thoái kinh tế
reciprocal,/rɪˈsɪprəkl/,"qua lại, đối ứng"
reconcile,/ˈrekənsaɪl/,"hòa giải, đối chiếu"
recurrent,/rɪˈkɜːrənt/,"tái diễn, lặp lại"
redesign,/ˌriːdɪˈzaɪn/,thiết kế lại
redundancy,/rɪˈdʌndənsi/,sự dư thừa (nhân viên)
refrain,/rɪˈfreɪn/,"kiềm chế, tránh"
regard,/rɪˈɡɑːrd/,"coi như, tôn trọng"
regime,/rəˈʒiːm/,"chế độ, hệ thống"
regulations,/ˌreɡjuˈleɪʃnz/,quy định
reiterate,/riˈɪtəreɪt/,nhắc lại
relieve,/rɪˈliːv/,"làm nhẹ bớt, giải tỏa"
relocate,/ˌriːˈloʊkeɪt/,di dời
remedy,/ˈremədi/,biện pháp khắc phục
remittance,/rɪˈmɪtns/,sự chuyển tiền
remodel,/ˌriːˈmɑːdl/,"tu sửa, làm mẫu lại"
remuneration,/rɪˌmjuːnəˈreɪʃn/,thù lao
render,/ˈrendər/,"làm cho, cung cấp"
renewal,/rɪˈnuːəl/,"sự đổi mới, gia hạn"
reorganize,/ˌriːˈɔːrɡənaɪz/,tái tổ chức
replicate,/ˈreplɪkeɪt/,"tái tạo, sao chép"
reputable,/ˈrepjətəbl/,có uy tín
resignation,/ˌrezɪɡˈneɪʃn/,sự từ chức
respectively,/rɪˈspektɪvli/,"lần lượt, tương ứng"
restraint,/rɪˈstreɪnt/,"sự kiềm chế, hạn chế"
restriction,/rɪˈstrɪkʃn/,sự giới hạn
retrospect,/ˈretrəspekt/,hồi tưởng
revisit,/ˌriːˈvɪzɪt/,xem xét lại
revitalize,/ˌriːˈvaɪtəlaɪz/,"tái sinh, phục hồi"
revocation,/ˌrevəˈkeɪʃn/,"sự thu hồi, bãi bỏ"
rigorous,/ˈrɪɡərəs/,nghiêm ngặt
robust,/roʊˈbʌst/,"mạnh mẽ, vững chắc"
rotation,/roʊˈteɪʃn/,sự luân phiên
safeguard,/ˈseɪfɡɑːrd/,bảo vệ
salesperson,/ˈseɪlzpɜːrsn/,nhân viên bán hàng
sanction,/ˈsæŋkʃn/,"sự phê chuẩn, lệnh trừng phạt"
scenario,/səˈnæriəʊ/,kịch bản
scrutinize,/ˈskruːtənaɪz/,xem xét kỹ lưỡng
seamless,/ˈsiːmləs/,"suôn sẻ, không có đường nối"
sector,/ˈsektər/,khu vực
secure,/sɪˈkjʊr/,"an toàn, bảo đảm"
severance,/ˈsevərəns/,"sự cắt đứt, tiền thôi việc"
shareholder,/ˈʃerhoʊldər/,cổ đông
sizable,/ˈsaɪzəbl/,"đáng kể, khá lớn"
solicitor,/səˈlɪsɪtər/,cố vấn pháp luật
sophisticated,/səˈfɪstɪkeɪtɪd/,"tinh vi, phức tạp"
speculate,/ˈspekjuleɪt/,"suy đoán, đầu cơ"
sponsor,/ˈspɑːnsər/,nhà tài trợ
sporadic,/spəˈrædɪk/,"lẻ tẻ, không thường xuyên"
stabilize,/ˈsteɪbəlaɪz/,ổn định
staggering,/ˈstæɡərɪŋ/,gây kinh ngạc
standardize,/ˈstændərdaɪz/,tiêu chuẩn hóa
stipulate,/ˈstɪpjuleɪt/,"quy định, đặt điều kiện"
stockholder,/ˈstɑːkhoʊldər/,cổ đông
storage,/ˈstɔːrɪdʒ/,kho lưu trữ
streamline,/ˈstriːmlaɪn/,tổ chức hợp lý hóa
subject to,/ˈsʌbdʒɪkt tuː/,"phụ thuộc vào, phải chịu"
subordinate,/səˈbɔːrdɪnət/,người cấp dưới
subsidize,/ˈsʌbsɪdaɪz/,trợ cấp
substantial,/səbˈstænʃl/,đáng kể
successor,/səkˈsesər/,người kế nhiệm
supervise,/ˈsuːpərvaɪz/,giám sát
supplement,/ˈsʌplɪment/,bổ sung
surety,/ˈʃʊrəti/,sự bảo đảm
surplus,/ˈsɜːrpləs/,"số dư, thặng dư"
suspend,/səˈspend/,"đình chỉ, hoãn"
sustainable,/səˈsteɪnəbl/,bền vững
synergy,/ˈsɪnərdʒi/,sự hợp lực
tariff,/ˈtærɪf/,thuế quan
teleconference,/ˌtelikɑːnfərəns/,hội nghị từ xa
telecommute,/ˌtelɪkəˈmjuːt/,làm việc từ xa
tentative,/ˈtentətɪv/,"tạm thời, dự kiến"
terminal,/ˈtɜːrmɪnl/,"ga, thiết bị đầu cuối"
testify,/ˈtestɪfaɪ/,làm chứng
threshold,/ˈθreʃhoʊld/,"ngưỡng, giới hạn"
toll,/toʊl/,"phí, tổn thất"
tolerance,/ˈtɑːlərəns/,sự chịu đựng
track,/træk/,"theo dõi, đường ray"
trade-off,/ˈtreɪd ɔːf/,sự đánh đổi
trajectory,/trəˈdʒektəri/,quỹ đạo
transient,/ˈtrænziənt/,"nhất thời, tạm thời"
transparent,/trænsˈpærənt/,minh bạch
treaty,/ˈtriːti/,hiệp ước
turnover,/ˈtɜːrnoʊvər/,"doanh số, luân chuyển nhân sự"
ultimately,/ˈʌltɪmətli/,cuối cùng
underestimate,/ˌʌndərˈestɪmeɪt/,đánh giá thấp
underpin,/ˌʌndərˈpɪn/,"củng cố, làm nền tảng"
underwriter,/ˈʌndərraɪtər/,"người bảo hiểm, người bảo lãnh"
unforeseen,/ˌʌnfɔːrˈsiːn/,không lường trước được
unwavering,/ʌnˈweɪvərɪŋ/,kiên định
upgrade,/ˈʌpɡreɪd/,nâng cấp
uphold,/ʌpˈhoʊld/,"duy trì, ủng hộ"
utilization,/ˌjuːtələˈzeɪʃn/,sự tận dụng
validity,/vəˈlɪdəti/,tính hợp lệ
valuation,/ˌvæljuˈeɪʃn/,sự định giá
vanish,/ˈvænɪʃ/,biến mất
variable,/ˈveriəbl/,"biến số, có thể thay đổi"
velocity,/vəˈlɑːsəti/,vận tốc
versatile,/ˈvɜːrsətl/,đa năng
veteran,/ˈvetərən/,"cựu chiến binh, người kỳ cựu"
vicinity,/vəˈsɪnəti/,vùng lân cận
vocation,/voʊˈkeɪʃn/,"nghề nghiệp, thiên hướng"
waive,/weɪv/,"từ bỏ (quyền, yêu cầu)"
warehouse,/ˈwerhaʊs/,nhà kho
warrant,/ˈwɔːrənt/,"đảm bảo, cho phép"
wholesale,/ˈhoʊlseɪl/,bán sỉ
withdrawal,/wɪðˈdrɔːəl/,"sự rút tiền, rút lui"
workforce,/ˈwɜːrkfɔːrs/,lực lượng lao động
workload,/ˈwɜːrkloʊd/,khối lượng công việc
accord,/əˈkɔːrd/,"sự đồng lòng, hòa hợp"
accountable,/əˈkaʊntəbl/,chịu trách nhiệm
accustomed,/əˈkʌstəmd/,quen với
advocate,/ˈædvəkeɪt/,"ủng hộ, người ủng hộ"
alignment,/əˈlaɪnmənt/,"sự thẳng hàng, liên kết"
allegation,/ˌæləˈɡeɪʃn/,cáo buộc
amplify,/ˈæmplɪfaɪ/,"khuếch đại, tăng cường"
analogy,/əˈnælədʒi/,"sự tương tự, phép loại suy"
apprehend,/ˌæprɪˈhend/,"bắt giữ, thấu hiểu"
arbitrary,/ˈɑːrbɪtreri/,"tùy tiện, độc đoán"
arduous,/ˈɑːrdʒuəs/,"gian khổ, khó khăn"
ascend,/əˈsend/,"đi lên, tăng lên"
assertion,/əˈsɜːrʃn/,"sự khẳng định, quả quyết"
augment,/ɔːɡˈment/,"tăng thêm, bổ sung"
aversion,/əˈvɜːrʒn/,"ác cảm, sự không thích"
banish,/ˈbænɪʃ/,"trục xuất, loại bỏ"
barometer,/bəˈrɑːmɪtər/,"cái đo áp suất, chỉ số"
bearer,/ˈberər/,"người mang, người cầm"
benevolent,/bəˈnevələnt/,"nhân từ, rộng lượng"
bias,/ˈbaɪəs/,"thành kiến, thiên vị"
bimonthly,/ˌbaɪˈmʌnθli/,hai tháng một lần
bipartisan,/ˌbaɪˈpɑːrtɪzn/,lưỡng đảng
bolster,/ˈboʊlstər/,"ủng hộ, củng cố"
breach,/briːtʃ/,"sự vi phạm, phá vỡ"
bulk,/bʌlk/,"số lượng lớn, kích thước lớn"
candidacy,/ˈkændɪdəsi/,sự ứng cử
caption,/ˈkæpʃn/,"chú thích, tiêu đề"
carve,/kɑːrv/,"chạm khắc, cắt"
catalyst,/ˈkætəlɪst/,chất xúc tác
chasm,/ˈkæzəm/,"vực sâu, sự khác biệt lớn"
chronic,/ˈkrɑːnɪk/,"mãn tính, lâu dài"
circumvent,/ˌsɜːrkəmˈvent/,"né tránh, lách luật"
coercion,/koʊˈɜːrʒn/,sự ép buộc
cognizant,/ˈkɑːɡnɪzənt/,"nhận thức được, am hiểu"
communal,/kəˈmjuːnl/,"chung, công cộng"
compilation,/ˌkɑːmpɪˈleɪʃn/,"sự biên soạn, tài liệu tổng hợp"
complacent,/kəmˈpleɪsnt/,tự mãn
concurrence,/kənˈkɜːrəns/,"sự đồng ý, đồng thời"
confiscate,/ˈkɑːnfɪskeɪt/,tịch thu
conglomerate,/kənˈɡlɑːmərət/,"tập đoàn, khối kết hợp"
conjecture,/kənˈdʒektʃər/,sự phỏng đoán
consecutively,/kənˈsekjutɪvli/,liên tiếp
consign,/kənˈsaɪn/,"ký gửi, giao phó"
consolidation,/kənˌsɑːlɪˈdeɪʃn/,"sự củng cố, hợp nhất"
conspiracy,/kənˈspɪrəsi/,âm mưu
constituency,/kənˈstɪtʃuənsi/,"khu vực bầu cử, cử tri"
contention,/kənˈtenʃn/,"sự tranh luận, bất đồng"
contiguous,/kənˈtɪɡjuəs/,"tiếp giáp, liền kề"
contraband,/ˈkɑːntrəbænd/,hàng lậu
contrive,/kənˈtraɪv/,"nghĩ ra, xoay xở"
corroborate,/kəˈrɑːbəreɪt/,"xác nhận, chứng thực"
covenant,/ˈkʌvənənt/,"giao ước, khế ước"
cryptic,/ˈkrɪptɪk/,"bí ẩn, khó hiểu"
culprit,/ˈkʌlprɪt/,thủ phạm
customary,/ˈkʌstəmeri/,"thông lệ, theo phong tục"
debar,/dɪˈbɑːr/,"ngăn cấm, loại trừ"
debilitate,/dɪˈbɪlɪteɪt/,làm suy yếu
deceive,/dɪˈsiːv/,lừa dối
decisive,/dɪˈsaɪsɪv/,"quyết đoán, mang tính quyết định"
deduce,/dɪˈduːs/,suy luận
defamation,/ˌdefəˈmeɪʃn/,"sự phỉ báng, bôi nhọ"
defection,/dɪˈfekʃn/,"sự đào ngũ, bỏ rơi"
deference,/ˈdefərəns/,"sự tôn trọng, kính trọng"
defiance,/dɪˈfaɪəns/,"sự thách thức, bất chấp"
degrade,/dɪˈɡreɪd/,"làm giảm giá trị, làm suy thoái"
delimit,/dɪˈlɪmɪt/,định rõ giới hạn
demolition,/ˌdeməˈlɪʃn/,sự phá hủy
denote,/dɪˈnoʊt/,"biểu thị, chỉ rõ"
depict,/dɪˈpɪkt/,"mô tả, vẽ"
deprive,/dɪˈpraɪv/,tước đoạt
derelict,/ˈderəlɪkt/,"bị bỏ rơi, vô chủ"
derivative,/dɪˈrɪvətɪv/,"sản phẩm phái sinh, thứ bắt nguồn"
detain,/dɪˈteɪn/,"giam giữ, cầm lại"
detergent,/dɪˈtɜːrdʒənt/,chất tẩy rửa
detriment,/ˈdetrɪmənt/,"tổn hại, thiệt hại"
dignitary,/ˈdɪɡnɪteri/,người có phẩm cách cao
dilute,/daɪˈluːt/,pha loãng
disarray,/ˌdɪsəˈreɪ/,"sự lộn xộn, rối loạn"
disband,/dɪsˈbænd/,giải tán
disburse,/dɪsˈbɜːrs/,"chi trả, giải ngân"
discern,/dɪˈsɜːrn/,"nhận thức, phân biệt"
disdain,/dɪsˈdeɪn/,sự khinh miệt
dislodge,/dɪsˈlɑːdʒ/,buộc phải rời khỏi
dismantle,/dɪsˈmæntl/,tháo dỡ
disparate,/ˈdɪspərət/,"khác biệt, không đồng nhất"
dissension,/dɪˈsenʃn/,sự bất đồng
dissuade,/dɪˈsweɪd/,can ngăn
dividend,/ˈdɪvɪdend/,cổ tức
doctrine,/ˈdɑːktrɪn/,"học thuyết, giáo lý"
domicile,/ˈdɑːmɪsaɪl/,"nơi cư trú, chỗ ở"
duress,/duˈres/,sự ép buộc
echelon,/ˈeʃəlɑːn/,"cấp bậc, thứ bậc"
efficacy,/ˈefɪkəsi/,tính hiệu quả
eject,/ɪˈdʒekt/,"đẩy ra, tống ra"
elicit,/ɪˈlɪsɪt/,"khêu gợi, moi ra"
elude,/iˈluːd/,"trốn tránh, lẩn tránh"
embargo,/ɪmˈbɑːrɡoʊ/,lệnh cấm vận
embody,/ɪmˈbɑːdi/,"hiện thân, tiêu biểu"
eminent,/ˈemɪnənt/,"nổi tiếng, xuất sắc"
encompass,/ɪnˈkʌmpəs/,"bao gồm, bao quanh"
encroach,/ɪnˈkroʊtʃ/,xâm lấn
engender,/ɪnˈdʒendər/,"gây ra, tạo ra"
entreat,/ɪnˈtriːt/,khẩn nài
equitable,/ˈekwɪtəbl/,"công bằng, hợp lý"
erroneous,/ɪˈroʊniəs/,sai lầm
evoke,/ɪˈvoʊk/,"gợi lên, khơi dậy"
exacerbate,/ɪɡˈzæsərbeɪt/,làm trầm trọng thêm
excerpt,/ˈeksɜːrpt/,đoạn trích
exemption,/ɪɡˈzempʃn/,sự miễn trừ
expedient,/ɪkˈspiːdiənt/,"thích hợp, có lợi"
extenuating,/ɪkˌstenjueɪtɪŋ/,giảm nhẹ (tình tiết)
extricate,/ˈekstrɪkeɪt/,giải thoát
facet,/ˈfæsɪt/,khía cạnh
fiduciary,/fɪˈduːʃieri/,"ủy thác, tín thác"
finesse,/fɪˈnes/,"sự khéo léo, tinh tế"
foreclosure,/fɔːrˈkloʊʒər/,sự tịch thu tài sản thế chấp
forgo,/fɔːrˈɡoʊ/,"bỏ qua, từ bỏ"
formality,/fɔːrˈmæləti/,"thủ tục, hình thức"
fortuitous,/fɔːrˈtuːɪtəs/,"tình cờ, may mắn"
fracture,/ˈfræktʃər/,"vết nứt, sự rạn nứt"
fraternity,/frəˈtɜːrnəti/,"tình huynh đệ, hội sinh viên"
frugal,/ˈfruːɡl/,tiết kiệm
functional,/ˈfʌŋkʃənl/,"chức năng, hoạt động"
genesis,/ˈdʒenəsɪs/,"nguồn gốc, sự hình thành"
germane,/dʒɜːrˈmeɪn/,liên quan mật thiết
glut,/ɡlʌt/,"sự dư thừa, cung cấp quá mức"
gregarious,/ɡrɪˈɡeriəs/,"thích giao du, hòa đồng"
harrowing,/ˈhæroʊɪŋ/,"đau khổ, kinh hoàng"
harbinger,/ˈhɑːrbɪndʒər/,người báo hiệu
hindsight,/ˈhaɪndsaɪt/,sự nhìn nhận lại (sau khi sự việc xảy ra)
homogeneous,/ˌhoʊməˈdʒiːniəs/,đồng nhất
hypothetical,/ˌhaɪpəˈθetɪkl/,"giả định, giả thuyết"
immutable,/ɪˈmjuːtəbl/,không thể thay đổi
impeccable,/ɪmˈpekəbl/,"hoàn hảo, không tì vết"
impending,/ɪmˈpendɪŋ/,sắp xảy ra
impervious,/ɪmˈpɜːrviəs/,không bị ảnh hưởng
implicate,/ˈɪmplɪkeɪt/,"ngụ ý, liên lụy"
inadvertent,/ˌɪnədˈvɜːrtənt/,"vô ý, không cố ý"
inasmuch as,/ˌɪnəzˈmʌtʃ æz/,"bởi vì, trong chừng mực mà"
inclement,/ɪnˈklemənt/,khắc nghiệt (thời tiết)
incompatible,/ˌɪnkəmˈpætəbl/,không tương thích
incongruous,/ɪnˈkɑːŋɡruəs/,"không hợp lý, không phù hợp"
incumbent,/ɪnˈkʌmbənt/,"người đương nhiệm, bắt buộc"
indict,/ɪnˈdaɪt/,"truy tố, buộc tội"
indigenous,/ɪnˈdɪdʒənəs/,"bản địa, địa phương"
indiscriminate,/ˌɪndɪˈskrɪmɪnət/,"bừa bãi, không phân biệt"
inequity,/ɪnˈekwɪti/,"sự bất công, không công bằng"
inertia,/ɪˈnɜːrʃə/,"quán tính, sự trì trệ"
infallible,/ɪnˈfæləbl/,không thể sai lầm
infirmity,/ɪnˈfɜːrməti/,"yếu đuối, bệnh tật"
infrastructure,/ˈɪnfrəstrʌktʃər/,cơ sở hạ tầng
ingenuity,/ˌɪndʒəˈnuːəti/,"sự khéo léo, tài tình"
inhibit,/ɪnˈhɪbɪt/,"ngăn chặn, ức chế"
innate,/ɪˈneɪt/,bẩm sinh
insatiable,/ɪnˈseɪʃəbl/,không thể thỏa mãn
insinuate,/ɪnˈsɪnjueɪt/,ám chỉ
insurgent,/ɪnˈsɜːrdʒənt/,"phiến quân, nổi dậy"
integral,/ˈɪntɪɡrəl/,"không thể thiếu, toàn vẹn"
intercede,/ˌɪntərˈsiːd/,"can thiệp, xin hộ"
interject,/ˌɪntərˈdʒekt/,xen vào
intertwine,/ˌɪntərˈtwaɪn/,quấn vào nhau
intransigent,/ɪnˈtrænsɪdʒənt/,không khoan nhượng
inundate,/ˈɪnʌndeɪt/,tràn ngập
jurisdiction,/ˌdʒʊrɪsˈdɪkʃn/,quyền hạn pháp lý
legislate,/ˈledʒɪsleɪt/,làm luật
leverage,/ˈlevərɪdʒ/,"đòn bẩy, tận dụng"
logistical,/ləˈdʒɪstɪkl/,thuộc hậu cần
lucrative,/ˈluːkrətɪv/,sinh lợi
malaise,/məˈleɪz/,"khó chịu, bất ổn"
manifest,/ˈmænɪfest/,"biểu hiện, rõ ràng"
marginal,/ˈmɑːrdʒɪnl/,"rất nhỏ, ở lề"
mediation,/ˌmiːdiˈeɪʃn/,sự hòa giải
mitigate,/ˈmɪtɪɡeɪt/,"giảm nhẹ, làm dịu"
monopoly,/məˈnɑːpəli/,độc quyền
mundane,/mʌnˈdeɪn/,"tầm thường, trần tục"
nascent,/ˈnæsnt/,"mới nổi, đang hình thành"
necessity,/nəˈsesəti/,sự cần thiết
negligible,/ˈneɡlɪdʒəbl/,không đáng kể
nominee,/ˌnɑːmɪˈniː/,người được đề cử
non-committal,/ˌnɑːnkəˈmɪtl/,"không cam kết, lấp lửng"
novelty,/ˈnɑːvlti/,sự mới lạ
nuance,/ˈnuːɑːns/,"sắc thái, khác biệt nhỏ"
objective,/əbˈdʒektɪv/,"mục tiêu, khách quan"
oblige,/əˈblaɪdʒ/,"bắt buộc, làm ơn"
ominous,/ˈɑːmɪnəs/,báo điềm gở
onus,/ˈoʊnəs/,"trách nhiệm, gánh nặng"
opaque,/oʊˈpeɪk/,"mờ đục, không rõ ràng"
operative,/ˈɑːpərətɪv/,"đang hoạt động, có hiệu lực"
ordinance,/ˈɔːrdɪnəns/,"sắc lệnh, quy định"
ostensible,/ɑːˈstensəbl/,"bề ngoài, ra vẻ"
outlay,/ˈaʊtleɪ/,"chi phí, khoản chi"
overt,/oʊˈvɜːrt/,"công khai, rõ ràng"
palpable,/ˈpælpəbl/,"rõ ràng, hữu hình"
paradigm,/ˈpærədaɪm/,"mô hình, khuôn mẫu"
partition,/pɑːrˈtɪʃn/,sự phân chia
paucity,/ˈpɔːsəti/,sự khan hiếm
perilous,/ˈperələs/,nguy hiểm
perquisite,/ˈpɜːrkwɪzɪt/,"đặc quyền, bổng lộc"
pertinent,/ˈpɜːrtnənt/,"thích hợp, liên quan"
plausible,/ˈplɔːzəbl/,"hợp lý, có vẻ đúng"
plethora,/ˈpleθərə/,sự quá thừa thãi
postulate,/ˈpɑːstʃəleɪt/,"giả định, đòi hỏi"
precursory,/prɪˈkɜːrsəri/,"báo trước, mở đầu"
predicament,/prɪˈdɪkəmənt/,tình thế khó khăn
preempt,/priːˈempt/,ngăn chặn trước
prerogative,/prɪˈrɑːɡətɪv/,đặc quyền
pristine,/ˈprɪstiːn/,"nguyên sơ, sạch sẽ"
proactive,/ˌproʊˈæktɪv/,chủ động
promulgate,/ˈprɑːməlɡeɪt/,"công bố, ban hành"
propensity,/prəˈpensəti/,khuynh hướng
prudent,/ˈpruːdnt/,"thận trọng, khôn ngoan"
pungent,/ˈpʌndʒənt/,"hăng, cay xè (mùi vị), sắc sảo"
quorum,/ˈkwɔːrəm/,số lượng tối thiểu (thành viên)
rampant,/ˈræmpənt/,"lan tràn, không kiểm soát"
rebuttal,/rɪˈbʌtl/,sự bác bỏ
reciprocity,/ˌresɪˈprɑːsəti/,"sự đối ứng, có đi có lại"
rehabilitation,/ˌriːəˌbɪlɪˈteɪʃn/,sự phục hồi
relegate,/ˈrelɪɡeɪt/,"giáng chức, chuyển xuống"
remedial,/rɪˈmiːdiəl/,"khắc phục, sửa chữa"
reparations,/ˌrepəˈreɪʃnz/,tiền bồi thường chiến tranh
replete,/rɪˈpliːt/,"đầy đủ, tràn đầy"
reprehensible,/ˌreprɪˈhensəbl/,đáng bị chỉ trích
repudiate,/rɪˈpjuːdieɪt/,"từ chối, bác bỏ"
requisite,/ˈrekwɪzɪt/,"cần thiết, điều kiện bắt buộc"
resilience,/rɪˈzɪliəns/,khả năng phục hồi
restive,/ˈrestɪv/,"bồn chồn, không yên"
resuscitate,/rɪˈsʌsɪteɪt/,hồi sức
retaliate,/rɪˈtælieɪt/,trả đũa
secular,/ˈsekjələr/,"trần tục, thế tục"
sedentary,/ˈsednteri/,ít vận động
servitude,/ˈsɜːrvɪtuːd/,"tình trạng nô lệ, phục dịch"
skepticism,/ˈskeptɪsɪzəm/,thái độ hoài nghi
stagnate,/stæɡˈneɪt/,đình trệ
stature,/ˈstætʃər/,"tầm vóc, danh tiếng"
subpoena,/səˈpiːnə/,trát đòi hầu tòa
subsidy,/ˈsʌbsədi/,trợ cấp
substantiate,/səbˈstænʃieɪt/,"chứng minh, làm rõ"
subtle,/ˈsʌtl/,"tinh tế, khó nhận ra"
superfluous,/suːˈpɜːrfluəs/,"thừa thãi, không cần thiết"
surrogate,/ˈsɜːrəɡət/,"người đại diện, thay thế"
syndicate,/ˈsɪndɪkət/,"công đoàn, tổ chức nghiệp đoàn"
tangible,/ˈtændʒəbl/,"hữu hình, rõ ràng"
temperate,/ˈtempərət/,"ôn hòa, điều độ"
tenable,/ˈtenəbl/,có thể bảo vệ được (quan điểm)
tenet,/ˈtenɪt/,"giáo lý, nguyên tắc"
tenuous,/ˈtenjuəs/,"mỏng manh, yếu ớt"
testament,/ˈtestəmənt/,"chúc thư, bằng chứng"
timely,/ˈtaɪmli/,kịp thời
torpid,/ˈtɔːrpɪd/,"chậm chạp, trì trệ"
tractable,/ˈtræktəbl/,"dễ quản lý, dễ bảo"
transcend,/trænˈsend/,vượt qua
traverse,/ˈtrævɜːrs/,"đi ngang qua, băng qua"
turmoil,/ˈtɜːrmɔɪl/,"hỗn loạn, rối loạn"
ubiquitous,/juːˈbɪkwɪtəs/,có mặt ở khắp nơi
ultimatum,/ˌʌltɪˈmeɪtəm/,tối hậu thư
unilateral,/ˌjuːnɪˈlætərəl/,đơn phương
unprecedented,/ʌnˈpresɪdentɪd/,chưa từng có
untenable,/ʌnˈtenəbl/,không thể bảo vệ được
usurp,/juːˈzɜːrp/,chiếm đoạt (quyền lực)
utility,/juːˈtɪləti/,"tiện ích, sự hữu dụng"
vanquish,/ˈvæŋkwɪʃ/,đánh bại
vehement,/ˈviːəmənt/,"mãnh liệt, kịch liệt"
viable,/ˈvaɪəbl/,khả thi
vicarious,/vaɪˈkeriəs/,"gián tiếp, cảm nhận thay"
vigilance,/ˈvɪdʒɪləns/,sự cảnh giác
virtually,/ˈvɜːrtʃuəli/,"hầu như, gần như"
volatile,/ˈvɑːlətl/,"dễ bay hơi, không ổn định"
wistful,/ˈwɪstfl/,"nuối tiếc, bâng khuâng"
wrangle,/ˈræŋɡl/,"tranh cãi, cãi vã"
xenophobia,/ˌzenəˈfoʊbiə/,sự sợ hãi người nước ngoài
zealot,/ˈzelət/,người cuồng tín
zenith,/ˈziːnɪθ/,đỉnh cao
aberration,/ˌæbəˈreɪʃn/,"sự lệch lạc, bất thường"
abrogate,/ˈæbrəɡeɪt/,"bãi bỏ, hủy bỏ"
accede,/əkˈsiːd/,"đồng ý, nhượng bộ"
acclimatize,/əˈklaɪmətaɪz/,thích nghi với khí hậu mới
adulation,/ˌædʒuˈleɪʃn/,"sự nịnh hót, tâng bốc"
alacrity,/əˈlækrəti/,"sự nhanh nhẹn, hăng hái"
ameliorate,/əˈmiːliəreɪt/,"cải thiện, làm tốt hơn"
anomalous,/əˈnɑːmələs/,"bất thường, dị thường"
apathy,/ˈæpəθi/,sự thờ ơ
apposite,/ˈæpəzɪt/,"thích hợp, xác đáng"
arcane,/ɑːrˈkeɪn/,"bí ẩn, khó hiểu"
assiduous,/əˈsɪdʒuəs/,"siêng năng, cần cù"
audacious,/ɔːˈdeɪʃəs/,"táo bạo, gan dạ"
avarice,/ˈævərɪs/,tính tham lam
bereft,/bɪˈreft/,"bị tước đoạt, thiếu thốn"
burgeon,/ˈbɜːrdʒən/,"phát triển nhanh, nảy nở"
cajole,/kəˈdʒoʊl/,dỗ ngon dỗ ngọt
capricious,/kəˈprɪʃəs/,"thất thường, đỏng đảnh"
chicanery,/ʃɪˈkeɪnəri/,"sự gian lận, mánh khóe"
circuitous,/sɜːrˈkjuːɪtəs/,"quanh co, vòng vèo"
clandestine,/klænˈdestɪn/,"bí mật, lén lút"
coerce,/koʊˈɜːrs/,ép buộc
conciliatory,/kənˈsɪliətɔːri/,"hòa giải, hòa hiếu"
confluence,/ˈkɑːnfluəns/,"sự hợp lưu, hội tụ"
conundrum,/kəˈnʌndrəm/,"câu đố, vấn đề hóc búa"
credulity,/krəˈduːləti/,"sự nhẹ dạ, cả tin"
culpable,/ˈkʌlpəbl/,"đáng khiển trách, có tội"
debacle,/dɪˈbɑːkl/,"sự sụp đổ, thất bại hoàn toàn"
decimate,/ˈdesɪmeɪt/,hủy diệt một phần lớn
deleterious,/ˌdelɪˈtɪəriəs/,có hại
delineate,/dɪˈlɪnieɪt/,"phác thảo, mô tả"
demagogue,/ˈdeməɡɑːɡ/,kẻ mị dân
